;fiscal_yr;service_id;service_name_en;service_name_fr;service_standard_id;service_standard_en;service_standard_fr;type;gcss_tool_fiscal_yr;channel;channel_comments_en;channel_comments_fr;target_type;target;volume_meeting_target;total_volume;performance;comments_en;comments_fr;target_met;standards_targets_uri_en;standards_targets_uri_fr;performance_results_uri_en;performance_results_uri_fr;org_name_variant;org_id;department_en;department_fr;fy_org_id_service_id
11979;2023-2024;3193;Administration of the Explosives Act and Explosives Regulations, 2013;Administration de la loi sur les explosifs et du règlement sur les explosifs de 2013;5751;Renewals of all licenses and permits will be processed within 30 business days of a completed request.;Les renouvellements de toutes les licences et permis seront traités dans les 30 jours ouvrables suivant une demande dûment remplie.;TML;;ONL;;;;0.95;1361.0;1365.0;0.9971;;;Y;http://;https://natural-resources.canada.ca/our-natural-resources/minerals-mining/explosives-fireworks-and-ammunition/explosives/permits-licences-certificates-and-regulations-for-explosives/fees-and-service-standards/fees-and-service-standards;https://ressources-naturelles.canada.ca/nos-ressources-naturelles/mines-materiaux/explosifs-pieces-pyrotechniques-et-munitions/explosifs/permis-licences-certificats-et-reglements-concernant-les-explosif/frais-et-normes-de-service/frais-et;https://ressources-naturelles.canada.ca/nos-ressources-naturelles/mines-materiaux/explosifs-pieces-pyrotechniques-et-munitions/explosifs/permis-licences-certificats-et-reglements-concernant-les-explosif/frais-et-normes-de-service/frais-et;nrcan-rncan;134.0;Natural Resources Canada;Ressources naturelles Canada;2023-2024_134_3193
11980;2023-2024;2611;Contributions in support of Indigenous Natural Resource Partnerships;Contributions en faveur des partenariats pour les ressources naturelles autochtones;5383;Acknowledging receipt of proposal (5 business days);Accusé de réception de la proposition (5 jours ouvrables);TML;;ONL;;;;0.95;65.0;66.0;0.9848;;;Y;https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265;https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266;;;nrcan-rncan;134.0;Natural Resources Canada;Ressources naturelles Canada;2023-2024_134_2611
11981;2023-2024;2611;Contributions in support of Indigenous Natural Resource Partnerships;Contributions en faveur des partenariats pour les ressources naturelles autochtones;5384;Providing funding decision (105 business days);Fournir une décision de financement (60 jours ouvrables);TML;;ONL;;;;0.9;23.0;23.0;1.0;;;Y;https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265;https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266;;;nrcan-rncan;134.0;Natural Resources Canada;Ressources naturelles Canada;2023-2024_134_2611
11982;2023-2024;2611;Contributions in support of Indigenous Natural Resource Partnerships;Contributions en faveur des partenariats pour les ressources naturelles autochtones;5385;Issuing payment (30 business days);Émission de paiement (30 jours ouvrables);TML;;ONL;;;;0.9;45.0;49.0;0.9184;;;Y;https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265;https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266;;;nrcan-rncan;134.0;Natural Resources Canada;Ressources naturelles Canada;2023-2024_134_2611
11983;2023-2024;2612;Contributions in support of Indigenous Advisory & Monitoring Committees for EIPs (TMX & L3);Contributions pour appuyer les comités autochtones de consultation et de surveillance de projets d'infrastructure énergétique - comités (TMX & L3);5295;Acknowledging receipt of proposal (5 business days);Accusé de réception de la proposition (5 jours ouvrables);TML;;ONL;;;;0.95;34.0;42.0;0.8095;;;N;https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265;https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266;;;nrcan-rncan;134.0;Natural Resources Canada;Ressources naturelles Canada;2023-2024_134_2612
11984;2023-2024;2612;Contributions in support of Indigenous Advisory & Monitoring Committees for EIPs (TMX & L3);Contributions pour appuyer les comités autochtones de consultation et de surveillance de projets d'infrastructure énergétique - comités (TMX & L3);5296;Providing funding decision (60 business days);Fournir une décision de financement (60 jours ouvrables);TML;;ONL;;;;0.9;39.0;42.0;0.9286;;;Y;https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265;https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266;;;nrcan-rncan;134.0;Natural Resources Canada;Ressources naturelles Canada;2023-2024_134_2612
11985;2023-2024;2612;Contributions in support of Indigenous Advisory & Monitoring Committees for EIPs (TMX & L3);Contributions pour appuyer les comités autochtones de consultation et de surveillance de projets d'infrastructure énergétique - comités (TMX & L3);5297;Issuing payment (30 business days);Émission de paiement (30 jours ouvrables);TML;;ONL;;;;0.9;42.0;50.0;0.84;;;N;https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265;https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266;;;nrcan-rncan;134.0;Natural Resources Canada;Ressources naturelles Canada;2023-2024_134_2612
11988;2023-2024;2613;Contributions in support of Indigenous Participation in Dialogues;Contributions à l'appui du Fonds d'aide financière aux participants pour les consultations auprès des Autochtones;5291;Issuing payment (30 business days);Émission de paiement (30 jours ouvrables);TML;;ONL;;;;0.9;9.0;11.0;0.8182;;;N;https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265;https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266;;;nrcan-rncan;134.0;Natural Resources Canada;Ressources naturelles Canada;2023-2024_134_2613
11990;2023-2024;2614;Contributions in support of Accommodation Measures for Trans Mountain Expansion;Contributions à l'appui des mesures d'accommodement du projet d'agrandissement du réseau de Trans Mountain;5287;Providing funding decision (60 business days);Fournir une décision de financement (60 jours ouvrables);TML;;ONL;;;;;0.0;0.0;;No new contribution agreements have been signed since 2022-2023.  All 2023-2024 has been transfered to ECCC;Aucun nouvel accord de contribution n'a été signé depuis 2022-2023.  La totalité de la période 2023-2024 a été transférée à l'ECCC.;;https://www.nrcan.gc.ca/transparency/reporting-and-accountability/plans-and-performance-reports/service-standards-for-transfer-payment-programs/22265;https://www.rncan.gc.ca/transparence/rapports-et-responsabilisation/plans-et-rapports-sur-le-rendement/standards-de-service-pour-les-programmes-de-paiement-de-transfert-propre/22266;;;nrcan-rncan;134.0;Natural Resources Canada;Ressources naturelles Canada;2023-2024_134_2614
11995;2023-2024;2917;Open Science and Data Platform;Plateforme de science et de données ouvertes;5776;Providing access to science and data in support of the Impact Assessment, Regional Assessment and Cumulative Effects;Fournir l'accès à la science et aux données ouvertes à l’appui de l’évaluation d’impact, l'évaluation régionale et les effets cumulatifs;ACS;;ONL;On-line platform providing open science and data as well as information about federal redulatory registries.;Plateforme en ligne fournissant des publications scientifiques et des données ouvertes ainsi que des informations sur les registres réglementaires fédéraux.;;0.95;45000.0;45000.0;1.0;"Access of OSDP during business hours, target of 95%. Further, beyond normal business hours, the service is running 24/7 in a resilient cloud-resident solution. Total volume should be tracked as number of business days in a fiscal year (260.88).  To be reviewed next reporting period
Access of OSDP during business hours, target of 95%. Further, beyond normal business hours, the service is running 24/7 in a resilient cloud-resident solution.";Accès à la PSDO pendant les heures ouvrables, objectif de 95 %. De plus, au-delà des heures normales de bureau, le service fonctionne 24h/24 et 7j/7 dans une solution résiliente résidant dans le nuage.Le volume total devrait être suivi en tant que nombre de jours ouvrables au cours d'un exercice fiscal (260.88).  À revoir lors de la prochaine période de rapport;Y;http://;http://;;;nrcan-rncan;134.0;Natural Resources Canada;Ressources naturelles Canada;2023-2024_134_2917
12011;2023-2024;757;Funding Decisions for Grants to Researchers;Décisions sur le financement des subventions de recherche;5152;Notify applicants of the outcome of their applications (deemed complete), from the date of receipt by NSERC, in accordance with the established deadlines. (Deadlines for notice of decision vary by program.);Aviser les candidats du résultat de leurs demandes (réputé complet), à compter de la date de réception par le CRSNG, conformément aux délais prescrits. (Les délais d’avis de décision varient d’un programme à l’autre.);TML;;ONL;;;;0.8;991.0;1245.0;0.796;;;N;https://www.nserc-crsng.gc.ca/NSERC-CRSNG/ServiceStandards-NormesDeService/PerformanceStandards-NormesDeRendement_eng.asp;https://www.nserc-crsng.gc.ca/NSERC-CRSNG/ServiceStandards-NormesDeService/PerformanceStandards-NormesDeRendement_fra.asp;;;nserc-crsng;230.0;Natural Sciences and Engineering Research Council of Canada;Conseil de recherches en sciences naturelles et en génie du Canada;2023-2024_230_757
12014;2023-2024;758;Funding Decisions for Institutional Capacity;Décisions de financement relatives à la capacité institutionnelle;8696;Notify applicants of the outcome of their applications (deemed complete), from the date of receipt by NSERC, in accordance with the established deadlines. (Deadlines for notice of decision vary by program.);Aviser les candidats du résultat de leurs demandes (réputé complet), à compter de la date de réception par le CRSNG, conformément aux délais prescrits. (Les délais d’avis de décision varient d’un programme à l’autre.);TML;;ONL;;;;0.8;286.0;344.0;0.8314;;;Y;https://www.nserc-crsng.gc.ca/NSERC-CRSNG/ServiceStandards-NormesDeService/PerformanceStandards-NormesDeRendement_eng.asp;https://www.nserc-crsng.gc.ca/NSERC-CRSNG/ServiceStandards-NormesDeService/PerformanceStandards-NormesDeRendement_fra.asp;;;nserc-crsng;230.0;Natural Sciences and Engineering Research Council of Canada;Conseil de recherches en sciences naturelles et en génie du Canada;2023-2024_230_758
12030;2023-2024;SRV02818;Financial audits of the Public Accounts of Canada;Audit des états financiers des Comptes publics du Canada;0;Percentage of audits that meet statutory deadlines;Pourcentage des audits réalisés dans le respect des échéances fixées par la loi;TML;;EML;;;;0.8;1.0;1.0;1.0;;;Y;;;;;oag-bvg;238.0;Office of the Auditor General of Canada;Bureau du vérificateur général du Canada;2023-2024_238_SRV02818
12037;2023-2024;2539;Respond to requests for information from Parliamentarians.;Répondre aux demandes d'information des parlementaires.;5320;If Parliamentarians submit requests by email or phone, response time is 48 hours. For requests received by postal mail, response time is 30 days.;Si les parlementaires soumettent leurs demandes par courriel ou par téléphone, le temps de réponse est de 48 heures. Pour les demandes reçues par la poste, le délai de réponse est 30 jours.;TML;;EML;;;;1.0;11.0;11.0;1.0;In all cases, we responded to Parliamentarians within established timelines.;Dans tous les cas, nous avons répondu aux parlementaires dans les délais établis.;Y;https://www.priv.gc.ca/fr/mesures-et-decisions-prises-par-le-commissariat/conseils-au-parlement/;https://www.priv.gc.ca/en/opc-actions-and-decisions/advice-to-parliament/;Not applicable;Not applicable;opc-cpvp;256.0;Offices of the Information and Privacy Commissioners of Canada;Commissariats à l’information et à la protection de la vie privée du Canada;2023-2024_256_2539
12038;2023-2024;2550;Contributions Program of the Office of the Privacy Commissioner of Canada.;Programme des contributions du Commissariat à la protection de la vie privée du Canada.;5321;Advise applicants of our funding decisions within 90 business days of the close of a call for proposals.;Informer les candidats de nos décisions de financement dans les 90 jours ouvrables suivant la clôture d'un appel à propositions.;TML;;EML;All applications were received via email this year, although we also allow people to submit via mail or Fax.;Cette année, toutes les candidatures ont été reçues par courriel, mais nous offrons également la possibilité de les envoyer par courrier ou par télécopie.;;;61.0;68.0;0.8971;In most cases, we responded to organizations within the 90 business days. Due to a filing error, 7 applicants received a response outside of the standard.;Dans la plupart des cas, nous avons répondu aux organisations dans les 90 jours ouvrables. En raison d'une erreur de classement, 7 candidats ont reçu une réponse en dehors de la norme.;;https://www.priv.gc.ca/en/opc-actions-and-decisions/research/funding-for-privacy-research-and-knowledge-translation/;https://www.priv.gc.ca/fr/mesures-et-decisions-prises-par-le-commissariat/recherche/financement-pour-les-projets-de-recherche-et-d-application-des-connaissances/;Not applicable;Not applicable;opc-cpvp;256.0;Offices of the Information and Privacy Commissioners of Canada;Commissariats à l’information et à la protection de la vie privée du Canada;2023-2024_256_2550
12057;2023-2024;SRV02887;Emergency Dispatch;Envoi d'urgence;8732;We will answer 90% of emergency phone calls within 15 seconds.;Nous répondons à 90 % des appels d'urgence dans les 15 secondes.;TML;;TEL;The application for tracking time on phone is being updated - allowing us to measure this service standard.;L'application de suivi du temps passé sur le téléphone est en cours de mise à jour, ce qui nous permettra de mesurer cette norme de service.;;0.9;;;;The application for tracking time on phone is being updated - allowing us to measure this service standard.;L'application de suivi du temps passé sur le téléphone est en cours de mise à jour, ce qui nous permettra de mesurer cette norme de service.;;http://;http://;;;pc;263.0;Parks Canada;Parcs Canada;2023-2024_263_SRV02887
12063;2023-2024;SRV03422;Library Services;Services de bibliothèque;8733;Ensure online resources are accessible 90% of the time, allowing uninterrupted access to Parks Canada online resources and promoting equal opportunity and diversity of users.;Veiller à ce que les ressources en ligne soient accessibles 90 % du temps, afin de permettre un accès ininterrompu aux ressources en ligne de Parcs Canada et de promouvoir l'égalité des chances et la diversité des utilisateurs.;ACS;;ONL;;;;0.9;;;;;;;http://;http://;;;pc;263.0;Parks Canada;Parcs Canada;2023-2024_263_SRV03422
12076;2023-2024;3684;Research Support Process;Processus de soutien à la recherche;8697;Acknowledgement of receipt is sent to applicants via email within 48 hours.;Un accusé de réception est envoyé aux candidats par courriel dans les 48 heures.;TML;;ONL;Online;en ligne;;0.95;61.0;61.0;1.0;;;Y;Not available;Non disponible;Not available;Non disponible;polar-polaire;552.0;Polar Knowledge Canada;Savoir polaire Canada;2023-2024_552_3684
12098;2023-2024;2265;Travel Health Advice;Conseils de santé aux voyageurs;8611;Percentage of visitors to travel.gc.ca who found travel health advice helpful;Pourcentage de visiteurs de travel.gc.ca ayant trouvé les conseils de santé pour les voyageurs utiles.;ACY;;OTH;Aligned with performance indicators (PIPs), results taken from the most recent Intercept Survey on travel.gc.ca;Alignée avec les indicateurs de performance (PIPs). Résultats tirés du sondage d'interception le plus récent sur travel.gc.ca;;0.8;66268409.0;71072940.0;0.9324;Percentage of visitors to travel.gc.ca who found travel health advice helpful: 93.24%+Q17;Pourcentage de visiteurs de travel.gc.ca ayant trouvé les conseils de voyage utiles: 93.24%;Y;;;;;phac-aspc;280.0;Public Health Agency of Canada;Agence de la santé publique du Canada;2023-2024_280_2265
12099;2023-2024;2265;Travel Health Advice;Conseils de santé aux voyageurs;8612;Percentage of visitors to travel.gc.ca who seek travel health advice;Pourcentage de visiteurs de travel.gc.ca qui recherchent des conseils de santé pour les voyageurs.;ACS;;OTH;Aligned with performance indicators (PIPs), Results taken from web analytics of travel health pages on travel.gc.ca provided by Global Affairs Canada;Aligné avec les indicateurs de performance (PIPs). Résultats tirés des analyses web des pages de santé pour les voyageus sur travel.gc.ca forunies par Affaires mondiales Canada.;;0.65;71072940.0;93939907.0;0.7566;Percentage of visitors to travel.gc.ca who seek travel health advice: 75.6% (71,072,940 travel health page visits / 93,939,907 visits to travel.gc.ca);Pourcentage de visiteurs de travel.gc.ca qui recherchent des conseils de santé pour les voyageurs: 75.6% (71,072,940 visites des pages de santé pour les voyageurs / 93,939,907 visites sur travel.gc.ca);Y;;;;;phac-aspc;280.0;Public Health Agency of Canada;Agence de la santé publique du Canada;2023-2024_280_2265
12131;2023-2024;840;Coordination of Federal Emergency Management (Government Operations Centre);Coordination de la gestion fédérale des situations d'urgence (Centre des opérations du gouvernement);8599;Coordinate whole-of-government response management for incidents meeting the Government Operations Centre’s activation criteria.;Coordonner la gestion de la réponse de l'ensemble du gouvernement pour les incidents répondant aux critères d'activation du centre d'opérations du gouvernement.;ACY;;OTH;;;;1.0;1.0;1.0;1.0;This is the GOC's core mandate.;Ceci est le mandat principal du COG.;Y;no service standard site yet;pas encore de site sur les normes de service;;;ps-sp;135.0;Public Safety Canada;Sécurité publique Canada;2023-2024_135_840
12132;2023-2024;840;Coordination of Federal Emergency Management (Government Operations Centre);Coordination de la gestion fédérale des situations d'urgence (Centre des opérations du gouvernement);8600;Distribute initial cyclical event planning guidance and conduct initial meetings by the end of February.;Distribuer les premières orientations en matière de planification des événements cycliques et organiser les premières réunions par la fin du mois de février.;TML;;EML;;;;1.0;4.0;4.0;1.0;All PS Regional Offices were consulted. These are internal service standards and not reported on publicly. Further, there may situations where accomplishing this may be overtaken by operational events or other priority events.;Tous les bureaux régionaux de la SP ont été consultés. Il s'agit de normes de service internes qui ne font pas l'objet d'un rapport public. En outre, il peut arriver que des événements opérationnels ou d'autres événements prioritaires l'emportent sur l'accomplissement de ces normes.;Y;no service standard site yet;pas encore de site sur les normes de service;;;ps-sp;135.0;Public Safety Canada;Sécurité publique Canada;2023-2024_135_840
12133;2023-2024;840;Coordination of Federal Emergency Management (Government Operations Centre);Coordination de la gestion fédérale des situations d'urgence (Centre des opérations du gouvernement);8601;Distribute the annual cyclical event risk assessments and engage with most at-risk stakeholders prior to the peak hazard season.;Distribuer les évaluations annuelles des risques liés aux événements cycliques et s'engager avec les parties prenantes les plus exposées aux risques avant la saison de pointe des dangers.;TML;;EML;;;;1.0;3.0;3.0;1.0;All regional offices facing the highest risks have been met and briefed. These are internal service standards and not reported on publicly. Further, there may situations where accomplishing this may be overtaken by operational events or other priority events.;Tous les bureaux régionaux confrontés aux risques les plus élevés ont été rencontrés et informés. Il s'agit de normes de service internes qui ne font pas l'objet d'un rapport public. En outre, il peut arriver que des événements opérationnels ou d'autres événements prioritaires l'emportent sur l'accomplissement de cette tâche.;Y;no service standard site yet;pas encore de site sur les normes de service;;;ps-sp;135.0;Public Safety Canada;Sécurité publique Canada;2023-2024_135_840
12134;2023-2024;840;Coordination of Federal Emergency Management (Government Operations Centre);Coordination de la gestion fédérale des situations d'urgence (Centre des opérations du gouvernement);8604;Maintain accurate Watch Team's SOPs.;Maintenir à jour les procédures opérationnelles normalisées de l'équipe de surveillance du COG.;TML;;ONL;;;;0.8;40.0;50.0;0.8;;;Y;no service standard site yet;pas encore de site sur les normes de service;;;ps-sp;135.0;Public Safety Canada;Sécurité publique Canada;2023-2024_135_840
12135;2023-2024;840;Coordination of Federal Emergency Management (Government Operations Centre);Coordination de la gestion fédérale des situations d'urgence (Centre des opérations du gouvernement);8603;Provide national-level awareness to emergency management partners for situations that meet the Government Operations Centre’s reporting criteria.;Sensibiliser au niveau national les partenaires de la gestion des urgences aux situations qui répondent aux critères d'établissement des rapports du Centre d'opérations du gouvernement.;ACY;;OTH;;;;1.0;547.0;547.0;1.0;This is the GOC's core mandate.;Ceci est le mandat principal du COG.;Y;no service standard site yet;pas encore de site sur les normes de service;;;ps-sp;135.0;Public Safety Canada;Sécurité publique Canada;2023-2024_135_840
12136;2023-2024;840;Coordination of Federal Emergency Management (Government Operations Centre);Coordination de la gestion fédérale des situations d'urgence (Centre des opérations du gouvernement);8602;Provide Watch Services 24/7.;Fournir des services de surveillance 24 heures sur 24 et 7 jours sur 7.;ACY;;OTH;;;;1.0;365.0;365.0;1.0;This is a critical service with an extremely limited downtime. The services are primarily situational awareness products for other federal departments, agencies and other stakeholders.;Il s'agit d'un service critique dont le temps d'arrêt est extrêmement limité. Les services sont principalement des produits de connaissance de la situation pour d'autres départements fédéraux, agences et autres parties prenantes.;Y;no service standard site yet;pas encore de site sur les normes de service;;;ps-sp;135.0;Public Safety Canada;Sécurité publique Canada;2023-2024_135_840
12143;2023-2024;822;Crime Prevention Inventory;Répertoire en prévention du crime;8625;The Call Out for Updates happens during the Spring/Summer FPT Working Group on Crime Prevention meeting, usually in late June. The deadline for submissions is the end of July. By late September/early October, the Research Division (RD) finalizes the updated templates, including Public Safety and provincial/territorial contributions. RD sends them for translation, receiving them by early November, and uploads them into the CPI backend application in December.;L'appel à des mises à jour a lieu lors de la réunion printemps/été du Groupe de travail FPT sur la prévention du crime, généralement fin juin. La date limite pour les soumissions est fin juillet. Fin septembre/début octobre, la Division de la recherche (DR) finalise les gabarits mis à jour, incluant les contributions de la Sécurité publique et des provinces/territoires. DR les envoie à la traduction, les reçoit début novembre et les télécharge dans l'application backend de l'IPC en décembre.;TML;;ONL;;;;0.95;45.0;45.0;1.0;Service Standard channel can be online and/or by email.;Le moyen par lequel la norme de service est administrée peut être en ligne et/ou par courrier électronique.;Y;no service standard site yet;pas encore de site sur les normes de service;;;ps-sp;135.0;Public Safety Canada;Sécurité publique Canada;2023-2024_135_822
12148;2023-2024;779;Emergency Management Exercises;Exercices de gestion des urgences;8607;Design and disseminate engagement strategies for each of the exercises that GOC either leads or participates in.;Concevoir et diffuser des stratégies d'engagement pour chacun des exercices que le COG dirige ou auxquels il participe.;ACY;;EML;;;;1.0;5.0;5.0;1.0;All engagement strategies for the exercises ECIS was responsible for were provided.;Toutes les stratégies d'engagement pour les exercices dont la division d’exercice, d’amélioration continue et des normes était responsable ont été fournies.;Y;no service standard site yet;pas encore de site sur les normes de service;;;ps-sp;135.0;Public Safety Canada;Sécurité publique Canada;2023-2024_135_779
12149;2023-2024;779;Emergency Management Exercises;Exercices de gestion des urgences;8606;Provide bilingual record of discussion to CIWG and FEWG partners within 10 business days following the meeting.;Fournir un compte rendu bilingue des discussions aux partenaires du GTAC et du GFTE dans les 10 jours ouvrables suivant la réunion.;TML;;EML;;;;1.0;6.0;12.0;0.5;;;N;no service standard site yet;pas encore de site sur les normes de service;;;ps-sp;135.0;Public Safety Canada;Sécurité publique Canada;2023-2024_135_779
12150;2023-2024;779;Emergency Management Exercises;Exercices de gestion des urgences;8605;Respond to email inquiries sent to the Continuous Improvement Working Group (CIWG) and Federal Exercise Working Group's (FEWG) organizational mailboxes within 36 hours.;Répondre aux demandes de renseignements envoyées par courrier électronique aux boîtes aux lettres organisationnelles du groupe de travail sur l'amélioration continue (GTAC) et du groupe de travail sur les exercice fédérales (GTFE) dans un délai de 36 heures.;TML;;EML;;;;1.0;124.0;137.0;0.9051;All CIWG correspondence are responded to within one (1) business day. For the FEWG, not all correspondence were responded to within the prescribed service standards due to a period of heightened operational tempo however, internal mitigation measures have been put in place to aim for a response within 24 hours.;Toute la correspondance du groupe de travail sur l'amélioration continue (GTAC) a été traité dans un délai d'un (1) jour ouvrable. Pour le  groupe de travail sur les exercice fédérales (GTFE) toutes les correspondances n'ont pas été traitées dans les normes de service prescrites en raison d'une période de rythme opérationnel élevé. Toutefois, des mesures d'atténuation internes ont été mises en place afin d'obtenir une réponse dans les 24 heures.;N;no service standard site yet;pas encore de site sur les normes de service;;;ps-sp;135.0;Public Safety Canada;Sécurité publique Canada;2023-2024_135_779
12217;2023-2024;840;Coordination of Federal Emergency Management (Government Operations Centre);Coordination de la gestion fédérale des situations d'urgence (Centre des opérations du gouvernement);8740;Coordinate whole-of-government response management for incidents meeting the Government Operations Centre’s activation criteria.;Coordonner la gestion de la réponse de l'ensemble du gouvernement pour les incidents répondant aux critères d'activation du centre d'opérations du gouvernement.;ACY;;OTH;;;;1.0;1.0;1.0;1.0;This is the GOC's core mandate.;Ceci est le mandat principal du COG.;Y;no service standard site yet;pas encore de site sur les normes de service;;;ps-sp;135.0;Public Safety Canada;Sécurité publique Canada;2023-2024_135_840
12218;2023-2024;840;Coordination of Federal Emergency Management (Government Operations Centre);Coordination de la gestion fédérale des situations d'urgence (Centre des opérations du gouvernement);8741;Distribute initial cyclical event planning guidance and conduct initial meetings by the end of February.;Distribuer les premières orientations en matière de planification des événements cycliques et organiser les premières réunions par la fin du mois de février.;TML;;EML;;;;1.0;4.0;4.0;1.0;All PS Regional Offices were consulted. These are internal service standards and not reported on publicly. Further, there may situations where accomplishing this may be overtaken by operational events or other priority events.;Tous les bureaux régionaux de la SP ont été consultés. Il s'agit de normes de service internes qui ne font pas l'objet d'un rapport public. En outre, il peut arriver que des événements opérationnels ou d'autres événements prioritaires l'emportent sur l'accomplissement de ces normes.;Y;no service standard site yet;pas encore de site sur les normes de service;;;ps-sp;135.0;Public Safety Canada;Sécurité publique Canada;2023-2024_135_840
12219;2023-2024;840;Coordination of Federal Emergency Management (Government Operations Centre);Coordination de la gestion fédérale des situations d'urgence (Centre des opérations du gouvernement);8742;Distribute the annual cyclical event risk assessments and engage with most at-risk stakeholders prior to the peak hazard season.;Distribuer les évaluations annuelles des risques liés aux événements cycliques et s'engager avec les parties prenantes les plus exposées aux risques avant la saison de pointe des dangers.;TML;;EML;;;;1.0;3.0;3.0;1.0;All regional offices facing the highest risks have been met and briefed. These are internal service standards and not reported on publicly. Further, there may situations where accomplishing this may be overtaken by operational events or other priority events.;Tous les bureaux régionaux confrontés aux risques les plus élevés ont été rencontrés et informés. Il s'agit de normes de service internes qui ne font pas l'objet d'un rapport public. En outre, il peut arriver que des événements opérationnels ou d'autres événements prioritaires l'emportent sur l'accomplissement de cette tâche.;Y;no service standard site yet;pas encore de site sur les normes de service;;;ps-sp;135.0;Public Safety Canada;Sécurité publique Canada;2023-2024_135_840
12220;2023-2024;840;Coordination of Federal Emergency Management (Government Operations Centre);Coordination de la gestion fédérale des situations d'urgence (Centre des opérations du gouvernement);8743;Provide Watch Services 24/7.;Fournir des services de surveillance 24 heures sur 24 et 7 jours sur 7.;ACY;;OTH;;;;1.0;365.0;365.0;1.0;This is a critical service with an extremely limited downtime. The services are primarily situational awareness products for other federal departments, agencies and other stakeholders.;Il s'agit d'un service critique dont le temps d'arrêt est extrêmement limité. Les services sont principalement des produits de connaissance de la situation pour d'autres départements fédéraux, agences et autres parties prenantes.;Y;no service standard site yet;pas encore de site sur les normes de service;;;ps-sp;135.0;Public Safety Canada;Sécurité publique Canada;2023-2024_135_840
12283;2023-2024;SRV02780;Project Management;Gestion du projet;8406;Percentage of real property projects that are delivered within scope, on time and on budget;Pourcentage des projets de biens immobiliers livrés conformément à la portée, dans les délais et selon le budget prévu;ACY;;ONL;;;;0.95;0.0;661.0;0.0;Exceeded target. Comment not required.;Objectif dépassé. Commentaire non requis;N;;;Not applicable;Not applicable;pwgsc-tpsgc;136.0;Public Services and Procurement Canada;Services publics et Approvisionnement Canada;2023-2024_136_SRV02780
